Id,Date,Payment Method,Payment Duration
5750,2024-04-11,Cash,0
5751,2024-04-07,Cash,0
5752,2024-04-18,PayNow,3
5753,2024-04-01,Bank Transfer,5
5754,2024-04-21,PayNow,3
5755,2024-04-17,PayNow,3
5756,2024-04-01,PayNow,7
5757,2024-04-07,PayNow,5
5758,2024-04-30,Cash,0
5759,2024-04-21,PayNow,3
5760,2024-04-25,Bank Transfer,3
5761,2024-04-12,Cash,0
5762,2024-04-20,Cash,0
5763,2024-04-04,PayNow,3
5764,2024-04-16,PayNow,3
5765,2024-04-27,Cash,0
5766,2024-04-28,Cash,0
5767,2024-04-08,Cash,0
5768,2024-04-10,Cash,0
5769,2024-04-24,Cash,0
5770,2024-04-16,PayNow,3
5771,2024-04-30,Cash,0
5772,2024-04-16,Bank Transfer,3
5773,2024-04-14,Cash,0
5774,2024-04-30,PayNow,7
5775,2024-04-15,Bank Transfer,3
5776,2024-04-27,PayNow,3
5777,2024-04-06,PayNow,3
5778,2024-04-22,PayNow,3
5779,2024-04-21,Cash,0
5780,2024-04-25,Bank Transfer,3
5781,2024-04-23,PayNow,5
5782,2024-04-01,Cash,0
5783,2024-04-24,Cash,0
5784,2024-04-09,PayNow,3
5785,2024-04-19,PayNow,3
5786,2024-04-26,PayNow,5
5787,2024-04-09,PayNow,5
5788,2024-04-19,PayNow,3
5789,2024-04-11,Cash,0
5790,2024-04-19,PayNow,3
5791,2024-04-22,Bank Transfer,3
5792,2024-04-01,PayNow,3
5793,2024-04-14,Cash,0
5794,2024-04-26,PayNow,3
5795,2024-04-11,Cash,0
5796,2024-04-28,PayNow,3
5797,2024-04-02,Bank Transfer,7
5798,2024-04-21,Cash,0
5799,2024-04-24,PayNow,3
5800,2024-04-20,Cash,0
5801,2024-04-16,Bank Transfer,5
5802,2024-04-01,PayNow,5
5803,2024-04-11,PayNow,3
5804,2024-04-09,Bank Transfer,3
5805,2024-04-13,PayNow,3
5806,2024-04-04,PayNow,3
5807,2024-04-11,Bank Transfer,5
5808,2024-04-22,PayNow,3
5809,2024-04-03,Bank Transfer,3
5810,2024-04-13,Bank Transfer,3
5811,2024-04-09,PayNow,5
5812,2024-04-06,PayNow,5
5813,2024-04-24,PayNow,3
5814,2024-04-29,Cash,0
5815,2024-04-28,Bank Transfer,5
5816,2024-04-28,Cash,0
5817,2024-04-16,Bank Transfer,3
5818,2024-04-14,Bank Transfer,7
5819,2024-04-18,PayNow,3
5820,2024-04-29,PayNow,5
5821,2024-04-02,Cash,0
5822,2024-04-26,PayNow,3
5823,2024-04-21,Cash,0
5824,2024-04-29,Cash,0
5825,2024-04-13,Bank Transfer,3
5826,2024-04-23,PayNow,3
5827,2024-04-07,PayNow,3
5828,2024-04-09,PayNow,3
5829,2024-04-16,Bank Transfer,3
5830,2024-04-27,Cash,0
5831,2024-04-26,PayNow,3
5832,2024-04-30,Bank Transfer,5
5833,2024-04-10,PayNow,7
5834,2024-04-12,Cash,0
5835,2024-04-14,PayNow,5
5836,2024-04-16,PayNow,5
5837,2024-04-29,PayNow,7
5838,2024-04-04,PayNow,10
5839,2024-04-11,PayNow,3
5840,2024-04-18,PayNow,5
5841,2024-04-13,Cash,0
5842,2024-04-15,PayNow,3
5843,2024-04-15,PayNow,3
5844,2024-04-10,PayNow,10
5845,2024-04-17,PayNow,3
5846,2024-04-08,Cash,0
5847,2024-04-23,PayNow,3
5848,2024-04-21,PayNow,5
5849,2024-04-26,PayNow,3
5850,2024-04-05,Bank Transfer,3
5851,2024-04-27,PayNow,5
5852,2024-04-04,PayNow,5
5853,2024-04-06,Bank Transfer,3
5854,2024-04-22,Cash,0
5855,2024-04-17,PayNow,5
5856,2024-04-20,PayNow,7
5857,2024-04-23,Cash,0
5858,2024-04-30,PayNow,3
5859,2024-04-10,PayNow,5
5860,2024-04-30,PayNow,7
5861,2024-04-14,PayNow,3
5862,2024-04-24,PayNow,3
5863,2024-04-19,PayNow,3
5864,2024-04-11,PayNow,3
5865,2024-04-09,PayNow,3
5866,2024-04-14,PayNow,3
5867,2024-04-01,Cash,0
5868,2024-04-14,PayNow,3
5869,2024-04-22,PayNow,5
5870,2024-04-16,PayNow,5
5871,2024-04-21,Cash,0
5872,2024-04-30,Bank Transfer,3
5873,2024-04-02,Cash,0
5874,2024-04-01,PayNow,3
5875,2024-04-05,Cash,0
5876,2024-04-13,Cash,0
5877,2024-04-18,Cash,0
5878,2024-04-07,Bank Transfer,5
5879,2024-04-01,Bank Transfer,3
5880,2024-04-21,Cash,0
5881,2024-04-08,Bank Transfer,3
5882,2024-04-15,PayNow,3
5883,2024-04-05,Cash,0
5884,2024-04-02,Cash,0
5885,2024-04-24,Cash,0
5886,2024-04-25,PayNow,3
5887,2024-04-24,PayNow,3
5888,2024-04-09,Cash,0
5889,2024-04-02,Cash,0
5890,2024-04-09,Cash,0
5891,2024-04-18,PayNow,5
5892,2024-04-25,PayNow,3
5893,2024-04-19,Cash,0
5894,2024-04-02,PayNow,7
5895,2024-04-30,Bank Transfer,3
5896,2024-04-19,PayNow,3
5897,2024-04-10,Bank Transfer,7
5898,2024-04-06,PayNow,3
5899,2024-04-25,PayNow,5
5900,2024-04-11,Cash,0
5901,2024-04-22,Cash,0
5902,2024-04-22,PayNow,3
5903,2024-04-25,PayNow,5
5904,2024-04-18,PayNow,3
5905,2024-04-05,Bank Transfer,7
5906,2024-04-02,Cash,0
5907,2024-04-12,PayNow,3
5908,2024-04-04,PayNow,3
5909,2024-04-18,PayNow,5
5910,2024-04-03,PayNow,5
5911,2024-04-18,PayNow,5
5912,2024-04-10,Bank Transfer,7
5913,2024-04-21,PayNow,3
5914,2024-04-19,Bank Transfer,10
5915,2024-04-28,PayNow,5
5916,2024-04-25,Cash,0
5917,2024-04-21,Bank Transfer,3
5918,2024-04-06,PayNow,3
5919,2024-04-18,Cash,0
5920,2024-04-23,PayNow,7
5921,2024-04-28,Cash,0
5922,2024-04-06,PayNow,3
5923,2024-04-01,Cash,0
5924,2024-04-12,Cash,0
5925,2024-04-30,Bank Transfer,3
5926,2024-04-03,PayNow,3
5927,2024-04-07,PayNow,7
5928,2024-04-09,PayNow,3
5929,2024-04-05,Bank Transfer,3
5930,2024-04-29,Cash,0
5931,2024-04-08,Bank Transfer,7
5932,2024-04-15,PayNow,3
5933,2024-04-13,PayNow,5
5934,2024-04-06,Bank Transfer,3
5935,2024-04-05,Cash,0
5936,2024-04-28,Bank Transfer,3
5937,2024-04-30,Cash,0
5938,2024-04-19,PayNow,3
5939,2024-04-03,Cash,0
5940,2024-04-18,Cash,0
5941,2024-04-24,Cash,0
5942,2024-04-23,PayNow,3
5943,2024-04-25,PayNow,3
5944,2024-04-25,Bank Transfer,3
5945,2024-04-25,PayNow,10
5946,2024-04-30,Bank Transfer,5
5947,2024-05-18,PayNow,3
5948,2024-05-03,Cash,0
5949,2024-05-23,PayNow,3
5950,2024-05-09,PayNow,3
5951,2024-05-02,PayNow,5
5952,2024-05-12,Cash,0
5953,2024-05-26,Cash,0
5954,2024-05-28,Bank Transfer,5
5955,2024-05-02,Cash,0
5956,2024-05-16,PayNow,5
5957,2024-05-11,PayNow,3
5958,2024-05-08,Cash,0
5959,2024-05-30,Bank Transfer,5
5960,2024-05-11,Bank Transfer,3
5961,2024-05-09,Cash,0
5962,2024-05-19,PayNow,3
5963,2024-05-30,PayNow,3
5964,2024-05-29,PayNow,5
5965,2024-05-08,Bank Transfer,5
5966,2024-05-29,Cash,0
5967,2024-05-27,PayNow,3
5968,2024-05-23,PayNow,3
5969,2024-05-04,Cash,0
5970,2024-05-24,PayNow,3
5971,2024-05-27,Cash,0
5972,2024-05-04,Bank Transfer,3
5973,2024-05-15,Cash,0
5974,2024-05-03,PayNow,3
5975,2024-05-26,PayNow,3
5976,2024-05-31,PayNow,3
5977,2024-05-11,PayNow,3
5978,2024-05-14,PayNow,5
5979,2024-05-26,Cash,0
5980,2024-05-23,Bank Transfer,3
5981,2024-05-24,PayNow,3
5982,2024-05-02,PayNow,5
5983,2024-05-20,PayNow,3
5984,2024-05-22,PayNow,3
5985,2024-05-20,Bank Transfer,3
5986,2024-05-10,Cash,0
5987,2024-05-22,Cash,0
5988,2024-05-04,PayNow,5
5989,2024-05-16,PayNow,3
5990,2024-05-08,PayNow,5
5991,2024-05-07,PayNow,7
5992,2024-05-25,PayNow,3
5993,2024-05-03,Bank Transfer,7
5994,2024-05-04,Bank Transfer,5
5995,2024-05-10,PayNow,5
5996,2024-05-21,Bank Transfer,3
5997,2024-05-05,PayNow,5
5998,2024-05-30,Bank Transfer,7
5999,2024-05-23,PayNow,3
6000,2024-05-07,PayNow,3
6001,2024-05-13,PayNow,5
6002,2024-05-27,Cash,0
6003,2024-05-18,PayNow,3
6004,2024-05-04,PayNow,5
6005,2024-05-08,PayNow,5
6006,2024-05-24,PayNow,3
6007,2024-05-15,Cash,0
6008,2024-05-11,PayNow,3
6009,2024-05-26,PayNow,3
6010,2024-05-14,PayNow,3
6011,2024-05-23,Bank Transfer,7
6012,2024-05-17,PayNow,5
6013,2024-05-09,PayNow,3
6014,2024-05-26,PayNow,3
6015,2024-05-06,PayNow,3
6016,2024-05-30,Bank Transfer,3
6017,2024-05-08,Bank Transfer,3
6018,2024-05-24,PayNow,3
6019,2024-05-08,Cash,0
6020,2024-05-16,Bank Transfer,3
6021,2024-05-09,Cash,0
6022,2024-05-25,Bank Transfer,3
6023,2024-05-28,Cash,0
6024,2024-05-16,Cash,0
6025,2024-05-28,PayNow,3
6026,2024-05-05,PayNow,3
6027,2024-05-20,Bank Transfer,5
6028,2024-05-28,Bank Transfer,3
6029,2024-05-26,Bank Transfer,3
6030,2024-05-12,Cash,0
6031,2024-05-04,PayNow,5
6032,2024-05-15,PayNow,3
6033,2024-05-02,Cash,0
6034,2024-05-11,PayNow,5
6035,2024-05-12,Cash,0
6036,2024-05-16,PayNow,3
6037,2024-05-16,PayNow,3
6038,2024-05-31,Cash,0
6039,2024-05-29,Cash,0
6040,2024-05-11,PayNow,5
6041,2024-05-20,Cash,0
6042,2024-05-06,Bank Transfer,3
6043,2024-05-22,PayNow,3
6044,2024-05-28,PayNow,3
6045,2024-05-11,Cash,0
6046,2024-05-27,Cash,0
6047,2024-05-23,PayNow,3
6048,2024-05-16,PayNow,5
6049,2024-05-30,PayNow,5
6050,2024-05-05,PayNow,3
6051,2024-05-24,PayNow,5
6052,2024-05-23,Cash,0
6053,2024-05-16,Cash,0
6054,2024-05-07,Cash,0
6055,2024-05-17,Bank Transfer,3
6056,2024-05-27,PayNow,3
6057,2024-05-26,Bank Transfer,5
6058,2024-05-02,PayNow,3
6059,2024-05-05,PayNow,5
6060,2024-05-20,Cash,0
6061,2024-05-24,Bank Transfer,7
6062,2024-05-20,Cash,0
6063,2024-05-11,PayNow,3
6064,2024-05-27,PayNow,3
6065,2024-05-29,Bank Transfer,3
6066,2024-05-22,Cash,0
6067,2024-05-18,Bank Transfer,3
6068,2024-05-29,Bank Transfer,3
6069,2024-05-24,PayNow,7
6070,2024-05-28,PayNow,5
6071,2024-05-12,PayNow,7
6072,2024-05-17,PayNow,5
6073,2024-05-08,PayNow,3
6074,2024-05-05,Cash,0
6075,2024-05-20,PayNow,3
6076,2024-05-27,Cash,0
6077,2024-05-02,PayNow,3
6078,2024-05-19,PayNow,3
6079,2024-05-16,PayNow,5
6080,2024-05-28,Cash,0
6081,2024-05-13,PayNow,3
6082,2024-05-10,PayNow,5
6083,2024-05-27,Bank Transfer,5
6084,2024-05-18,PayNow,5
6085,2024-05-18,PayNow,5
6086,2024-05-19,PayNow,3
6087,2024-05-09,PayNow,5
6088,2024-05-21,PayNow,7
6089,2024-05-01,Cash,0
6090,2024-05-05,PayNow,7
6091,2024-05-06,PayNow,5
6092,2024-05-23,PayNow,3
6093,2024-05-23,PayNow,3
6094,2024-05-22,Cash,0
6095,2024-05-22,Bank Transfer,7
6096,2024-05-30,Cash,0
6097,2024-05-22,PayNow,5
6098,2024-05-20,PayNow,3
6099,2024-05-27,PayNow,3
6100,2024-05-08,Cash,0
6101,2024-05-09,PayNow,3
6102,2024-05-26,Cash,0
6103,2024-05-15,Cash,0
6104,2024-05-21,Bank Transfer,5
6105,2024-05-18,Cash,0
6106,2024-05-01,PayNow,5
6107,2024-05-21,PayNow,3
6108,2024-05-15,PayNow,10
6109,2024-05-06,PayNow,3
6110,2024-05-31,PayNow,5
6111,2024-05-24,PayNow,3
6112,2024-05-30,PayNow,3
6113,2024-05-04,PayNow,5
6114,2024-05-17,PayNow,5
6115,2024-05-16,Cash,0
6116,2024-05-05,PayNow,5
6117,2024-05-25,PayNow,5
6118,2024-05-16,Cash,0
6119,2024-05-22,Bank Transfer,3
6120,2024-05-09,Cash,0
6121,2024-05-06,PayNow,3
6122,2024-05-07,Cash,0
6123,2024-05-22,Cash,0
6124,2024-05-16,PayNow,5
6125,2024-05-18,Bank Transfer,7
6126,2024-05-14,PayNow,3
6127,2024-05-21,PayNow,5
6128,2024-05-27,Cash,0
6129,2024-05-31,Cash,0
6130,2024-05-19,Cash,0
6131,2024-05-28,PayNow,5
6132,2024-05-06,PayNow,3
6133,2024-05-12,PayNow,5
6134,2024-05-12,Bank Transfer,5
6135,2024-05-18,PayNow,5
6136,2024-05-21,PayNow,7
6137,2024-05-17,Cash,0
6138,2024-05-29,Cash,0
6139,2024-05-27,Bank Transfer,3
6140,2024-05-13,Bank Transfer,3
6141,2024-05-06,PayNow,3
6142,2024-05-12,Bank Transfer,3
6143,2024-05-23,Cash,0
6144,2024-05-06,Cash,0
6145,2024-05-19,PayNow,3
6146,2024-05-13,PayNow,5
6147,2024-05-26,PayNow,5
6148,2024-05-03,PayNow,7
6149,2024-05-29,PayNow,3
6150,2024-05-25,Bank Transfer,3
6151,2024-05-30,PayNow,5
6152,2024-05-14,PayNow,3
6153,2024-05-30,Bank Transfer,3
6154,2024-05-15,PayNow,3
6155,2024-05-08,Cash,0
6156,2024-05-19,Cash,0
6157,2024-05-26,PayNow,7
6158,2024-05-11,Cash,0
6159,2024-05-24,PayNow,3
6160,2024-05-05,PayNow,3
6161,2024-05-16,Cash,0
6162,2024-05-19,Cash,0
6163,2024-05-26,Cash,0
6164,2024-05-02,Cash,0
6165,2024-05-05,Bank Transfer,3
6166,2024-05-15,PayNow,7
6167,2024-05-12,Bank Transfer,5
6168,2024-05-13,PayNow,7
6169,2024-05-24,Bank Transfer,3
6170,2024-05-17,Bank Transfer,5
6171,2024-05-06,PayNow,3
6172,2024-05-30,PayNow,5
6173,2024-05-09,PayNow,7
6174,2024-05-03,PayNow,3
6175,2024-05-24,Bank Transfer,3
6176,2024-05-17,PayNow,7
6177,2024-05-16,Cash,0
6178,2024-05-01,PayNow,7
6179,2024-05-09,PayNow,5
6180,2024-05-02,Cash,0
6181,2024-05-28,Bank Transfer,3
6182,2024-05-01,PayNow,5
6183,2024-05-20,PayNow,3
6184,2024-05-01,PayNow,3
6185,2024-05-23,Cash,0
6186,2024-05-05,PayNow,3
6187,2024-05-29,PayNow,3
6188,2024-05-16,Bank Transfer,3
6189,2024-05-23,PayNow,5
6190,2024-05-24,PayNow,3
6191,2024-05-04,Cash,0
6192,2024-05-25,PayNow,3
6193,2024-05-16,Cash,0
6194,2024-05-16,Cash,0
6195,2024-05-21,PayNow,3
6196,2024-05-27,PayNow,5
6197,2024-05-14,PayNow,3
6198,2024-05-26,PayNow,7
6199,2024-05-01,PayNow,5
6200,2024-05-26,PayNow,3
6201,2024-05-29,Bank Transfer,3
6202,2024-05-02,PayNow,3
6203,2024-05-15,PayNow,5
6204,2024-05-24,PayNow,7
6205,2024-05-31,Cash,0
6206,2024-05-21,Bank Transfer,3
6207,2024-05-30,Bank Transfer,3
6208,2024-05-10,Cash,0
6209,2024-05-07,Cash,0
6210,2024-05-04,PayNow,5
6211,2024-05-31,PayNow,5
6212,2024-05-12,PayNow,3
6213,2024-05-22,PayNow,3
6214,2024-05-10,Bank Transfer,7
6215,2024-05-28,Cash,0
6216,2024-05-30,Bank Transfer,10
6217,2024-05-17,Cash,0
6218,2024-05-04,PayNow,3
6219,2024-05-19,PayNow,7
6220,2024-05-14,PayNow,3
6221,2024-05-06,Cash,0
6222,2024-05-07,PayNow,3
6223,2024-05-28,Bank Transfer,3
6224,2024-05-25,Cash,0
6225,2024-05-15,Bank Transfer,5
6226,2024-05-20,PayNow,3
6227,2024-05-29,Bank Transfer,3
6228,2024-05-04,PayNow,3
6229,2024-05-30,Bank Transfer,3
6230,2024-05-26,Bank Transfer,3
6231,2024-05-15,Bank Transfer,3
6232,2024-05-29,Cash,0
6233,2024-05-16,PayNow,7
6234,2024-06-21,PayNow,3
6235,2024-06-26,PayNow,3
6236,2024-06-30,PayNow,3
6237,2024-06-25,Cash,0
6238,2024-06-26,PayNow,3
6239,2024-06-03,PayNow,3
6240,2024-06-01,PayNow,5
6241,2024-06-28,PayNow,5
6242,2024-06-04,Cash,0
6243,2024-06-16,Cash,0
6244,2024-06-02,PayNow,3
6245,2024-06-27,Bank Transfer,5
6246,2024-06-20,Cash,0
6247,2024-06-30,Cash,0
6248,2024-06-06,PayNow,3
6249,2024-06-23,Cash,0
6250,2024-06-09,PayNow,5
6251,2024-06-20,PayNow,5
6252,2024-06-10,PayNow,3
6253,2024-06-22,Bank Transfer,3
6254,2024-06-02,Cash,0
6255,2024-06-09,PayNow,3
6256,2024-06-08,Cash,0
6257,2024-06-20,Cash,0
6258,2024-06-29,PayNow,3
6259,2024-06-11,PayNow,3
6260,2024-06-20,Cash,0
6261,2024-06-07,Cash,0
6262,2024-06-21,Cash,0
6263,2024-06-20,PayNow,5
6264,2024-06-13,Bank Transfer,7
6265,2024-06-05,PayNow,3
6266,2024-06-29,PayNow,3
6267,2024-06-18,Cash,0
6268,2024-06-13,Bank Transfer,5
6269,2024-06-29,PayNow,3
6270,2024-06-29,PayNow,3
6271,2024-06-04,Cash,0
6272,2024-06-26,PayNow,3
6273,2024-06-23,PayNow,3
6274,2024-06-04,PayNow,3
6275,2024-06-22,PayNow,7
6276,2024-06-14,Cash,0
6277,2024-06-19,PayNow,5
6278,2024-06-22,Cash,0
6279,2024-06-19,PayNow,3
6280,2024-06-11,PayNow,3
6281,2024-06-17,Bank Transfer,3
6282,2024-06-25,Bank Transfer,3
6283,2024-06-24,Bank Transfer,3
6284,2024-06-17,Bank Transfer,3
6285,2024-06-13,Cash,0
6286,2024-06-10,PayNow,5
6287,2024-06-29,Cash,0
6288,2024-06-10,Bank Transfer,3
6289,2024-06-26,Bank Transfer,3
6290,2024-06-14,PayNow,5
6291,2024-06-21,Cash,0
6292,2024-06-01,PayNow,5
6293,2024-06-05,PayNow,3
6294,2024-06-09,Bank Transfer,3
6295,2024-06-08,PayNow,3
6296,2024-06-09,PayNow,5
6297,2024-06-20,Cash,0
6298,2024-06-28,Cash,0
6299,2024-06-08,PayNow,3
6300,2024-06-20,Bank Transfer,5
6301,2024-06-19,PayNow,5
6302,2024-06-29,PayNow,3
6303,2024-06-18,PayNow,3
6304,2024-06-28,Cash,0
6305,2024-06-23,Bank Transfer,3
6306,2024-06-07,PayNow,3
6307,2024-06-12,Bank Transfer,10
6308,2024-06-15,Cash,0
6309,2024-06-29,PayNow,5
6310,2024-06-25,PayNow,7
6311,2024-06-21,Bank Transfer,3
6312,2024-06-07,Bank Transfer,5
6313,2024-06-16,Cash,0
6314,2024-06-26,PayNow,3
6315,2024-06-23,Bank Transfer,3
6316,2024-06-26,PayNow,3
6317,2024-06-03,PayNow,5
6318,2024-06-02,PayNow,5
6319,2024-06-22,Cash,0
6320,2024-06-28,Cash,0
6321,2024-06-15,PayNow,5
6322,2024-06-19,PayNow,3
6323,2024-06-27,PayNow,10
6324,2024-06-26,Cash,0
6325,2024-06-16,PayNow,3
6326,2024-06-04,PayNow,3
6327,2024-06-17,PayNow,3
6328,2024-06-04,PayNow,3
6329,2024-06-30,PayNow,3
6330,2024-06-30,PayNow,3
6331,2024-06-16,PayNow,7
6332,2024-06-21,Cash,0
6333,2024-06-29,PayNow,3
6334,2024-06-07,Cash,0
6335,2024-06-01,Cash,0
6336,2024-06-09,Bank Transfer,5
6337,2024-06-01,PayNow,7
6338,2024-06-30,PayNow,3
6339,2024-06-21,PayNow,3
6340,2024-06-03,Bank Transfer,3
6341,2024-06-22,PayNow,3
6342,2024-06-01,PayNow,3
6343,2024-06-10,Cash,0
6344,2024-06-13,PayNow,5
6345,2024-06-20,Cash,0
6346,2024-06-26,PayNow,7
6347,2024-06-03,PayNow,3
6348,2024-06-16,PayNow,7
6349,2024-06-19,PayNow,3
6350,2024-06-03,PayNow,3
6351,2024-06-28,PayNow,3
6352,2024-06-16,Cash,0
6353,2024-06-07,Bank Transfer,3
6354,2024-06-03,Bank Transfer,5
6355,2024-06-23,Bank Transfer,3
6356,2024-06-22,Cash,0
6357,2024-06-25,Cash,0
6358,2024-06-19,PayNow,5
6359,2024-06-22,PayNow,3
6360,2024-06-07,PayNow,3
6361,2024-06-07,PayNow,3
6362,2024-06-09,PayNow,3
6363,2024-06-24,PayNow,5
6364,2024-06-08,PayNow,3
6365,2024-06-10,Bank Transfer,3
6366,2024-06-14,PayNow,3
6367,2024-06-10,Bank Transfer,3
6368,2024-06-22,PayNow,3
6369,2024-06-23,Bank Transfer,3
6370,2024-06-10,PayNow,3
6371,2024-06-29,Cash,0
6372,2024-06-15,Cash,0
6373,2024-06-18,PayNow,3
6374,2024-06-22,PayNow,7
6375,2024-06-05,Cash,0
6376,2024-06-12,Bank Transfer,5
6377,2024-06-12,PayNow,3
6378,2024-06-07,Bank Transfer,3
6379,2024-06-16,PayNow,7
6380,2024-06-11,Bank Transfer,5
6381,2024-06-20,PayNow,5
6382,2024-06-16,Bank Transfer,5
6383,2024-06-02,Cash,0
6384,2024-06-06,PayNow,5
6385,2024-06-10,PayNow,3
6386,2024-06-15,Bank Transfer,5
6387,2024-06-13,PayNow,7
6388,2024-06-05,PayNow,7
6389,2024-06-14,PayNow,7
6390,2024-06-23,PayNow,5
6391,2024-06-11,PayNow,3
6392,2024-06-26,Cash,0
6393,2024-06-13,PayNow,3
6394,2024-06-20,PayNow,3
6395,2024-06-23,Cash,0
6396,2024-06-08,PayNow,3
6397,2024-06-10,Cash,0
6398,2024-06-29,PayNow,3
6399,2024-06-27,PayNow,3
6400,2024-06-23,Cash,0
6401,2024-06-09,PayNow,3
6402,2024-06-04,Cash,0
6403,2024-06-09,PayNow,3
6404,2024-06-05,PayNow,7
6405,2024-06-11,Cash,0
6406,2024-06-15,PayNow,5
6407,2024-06-12,PayNow,7
6408,2024-06-12,Bank Transfer,3
6409,2024-06-11,Cash,0
6410,2024-06-18,PayNow,3
6411,2024-06-21,PayNow,5
6412,2024-06-25,PayNow,5
6413,2024-06-22,PayNow,5
6414,2024-06-08,PayNow,3
6415,2024-06-13,Bank Transfer,3
6416,2024-06-27,PayNow,3
6417,2024-06-16,Cash,0
6418,2024-06-27,Cash,0
6419,2024-06-05,Cash,0
6420,2024-06-28,Cash,0
6421,2024-06-24,PayNow,3
6422,2024-06-22,PayNow,3
6423,2024-06-19,PayNow,3
6424,2024-06-28,PayNow,5
6425,2024-06-16,PayNow,3
6426,2024-06-19,Cash,0
6427,2024-06-06,Bank Transfer,5
6428,2024-06-20,PayNow,5
6429,2024-06-27,PayNow,3
6430,2024-06-23,PayNow,3
6431,2024-06-17,PayNow,3
6432,2024-06-13,PayNow,3
6433,2024-06-03,PayNow,7
6434,2024-06-01,Bank Transfer,3
6435,2024-06-23,Bank Transfer,7
6436,2024-06-04,PayNow,3
6437,2024-06-10,PayNow,3
6438,2024-06-04,Cash,0
6439,2024-06-09,Bank Transfer,3
6440,2024-06-18,Cash,0
6441,2024-06-17,PayNow,3
6442,2024-06-09,PayNow,3
6443,2024-06-01,Cash,0
6444,2024-06-02,PayNow,5
6445,2024-06-02,Cash,0
6446,2024-06-30,PayNow,3
6447,2024-06-17,Bank Transfer,3
6448,2024-06-22,Bank Transfer,5
6449,2024-06-18,PayNow,3
6450,2024-06-08,PayNow,3
6451,2024-06-08,Cash,0
6452,2024-06-30,PayNow,5
6453,2024-06-23,Bank Transfer,5
6454,2024-06-03,PayNow,3
6455,2024-06-17,PayNow,3
6456,2024-06-23,Bank Transfer,3
6457,2024-06-29,Bank Transfer,10
6458,2024-06-01,PayNow,3
6459,2024-06-28,Cash,0
6460,2024-06-06,PayNow,3
6461,2024-06-29,Cash,0
6462,2024-06-23,PayNow,3
6463,2024-06-09,Cash,0
6464,2024-06-27,Bank Transfer,5
6465,2024-06-01,PayNow,3
6466,2024-06-24,Cash,0
6467,2024-06-19,Cash,0
6468,2024-06-25,Bank Transfer,3
6469,2024-06-26,PayNow,3
6470,2024-06-09,PayNow,3
6471,2024-06-13,PayNow,3
6472,2024-06-11,PayNow,7
6473,2024-06-22,Cash,0
6474,2024-06-20,PayNow,5
6475,2024-06-11,PayNow,3
6476,2024-06-07,Cash,0
6477,2024-06-13,PayNow,5
6478,2024-06-17,Bank Transfer,5
6479,2024-06-26,Cash,0
6480,2024-06-08,Bank Transfer,3
6481,2024-06-01,Bank Transfer,7
6482,2024-06-06,PayNow,5
6483,2024-06-03,PayNow,7
6484,2024-06-17,PayNow,3
6485,2024-06-18,PayNow,3
6486,2024-06-21,PayNow,5
6487,2024-06-04,PayNow,3
6488,2024-06-17,Bank Transfer,3
6489,2024-06-28,PayNow,3
6490,2024-06-27,PayNow,3
6491,2024-06-28,Cash,0
6492,2024-06-10,Bank Transfer,7
6493,2024-06-10,Cash,0
6494,2024-06-04,Cash,0
6495,2024-06-07,Cash,0
6496,2024-06-04,PayNow,5
6497,2024-06-30,PayNow,7
6498,2024-06-15,Bank Transfer,5
6499,2024-06-25,PayNow,3
6500,2024-06-24,Bank Transfer,5
6501,2024-06-26,Bank Transfer,5
6502,2024-06-17,PayNow,7
6503,2024-06-28,PayNow,3
6504,2024-06-30,PayNow,3
6505,2024-06-24,Cash,0
6506,2024-06-30,PayNow,5
6507,2024-06-07,PayNow,3
6508,2024-06-16,PayNow,3
6509,2024-06-17,PayNow,3
6510,2024-06-01,PayNow,3
6511,2024-06-13,PayNow,5
6512,2024-06-14,Bank Transfer,3
6513,2024-06-08,Bank Transfer,5
6514,2024-06-08,PayNow,7
6515,2024-06-13,PayNow,3
6516,2024-06-10,Bank Transfer,5
6517,2024-06-27,PayNow,3
6518,2024-06-11,Bank Transfer,3
6519,2024-06-28,PayNow,3
6520,2024-06-04,PayNow,5
6521,2024-06-12,PayNow,3
6522,2024-06-04,PayNow,3
6523,2024-06-12,PayNow,3
6524,2024-06-17,PayNow,3
6525,2024-06-25,Bank Transfer,3
6526,2024-06-03,PayNow,3
6527,2024-06-22,PayNow,3
6528,2024-06-16,Bank Transfer,5
6529,2024-06-17,PayNow,7
6530,2024-06-15,PayNow,5
6531,2024-06-09,PayNow,3
6532,2024-06-06,Bank Transfer,3
6533,2024-06-30,PayNow,3
6534,2024-06-13,Cash,0
6535,2024-06-05,Bank Transfer,3
6536,2024-06-17,Bank Transfer,3
6537,2024-06-02,Cash,0
6538,2024-06-19,PayNow,5
6539,2024-06-17,PayNow,3
6540,2024-06-27,PayNow,3
6541,2024-06-12,Cash,0
6542,2024-06-29,PayNow,3
6543,2024-06-11,Bank Transfer,3
6544,2024-06-21,PayNow,5
6545,2024-06-24,Cash,0
6546,2024-06-17,Cash,0
6547,2024-06-07,PayNow,3
6548,2024-06-14,Cash,0
6549,2024-06-09,PayNow,3
6550,2024-06-21,Cash,0
6551,2024-06-28,PayNow,5
6552,2024-06-14,Cash,0
6553,2024-06-29,Bank Transfer,7
6554,2024-06-24,PayNow,3
6555,2024-06-14,PayNow,3
6556,2024-06-22,Cash,0
